Training type,Source,Resource,Link,Research Phase,Broad skill,Skill bite,Red skill,Tool,Status,Notes
RDM,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,Understand where you can share data,,,,
RDM,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,How and why you should cite data,,,,
RDM,Website,How to share data,https://ukdataservice.ac.uk/learning-hub/research-data-management/plan-to-share/how-to-share-data/,Share findings,Share data for re-use,How to share data ,,,Complete,
RDM,Website,How to deposit data,https://ukdataservice.ac.uk/help/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Sharing syntax,https://ukdataservice.ac.uk/help/deposit-data/sharing-syntax/,Share findings,Share data for re-use,How to deposit syntax with the UKDS,,,Complete,
RDM,Website,Self-deposit data to ReShare,https://ukdataservice.ac.uk/help/deposit-data/self-deposit-data-to-reshare/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Prepare your data for deposit,https://ukdataservice.ac.uk/help/deposit-data/prepare-your-data-for-deposit/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,FAQs on depositing data with the UK Data Service,https://ukdataservice.ac.uk/help/deposit-data/faqs-on-depositing-data-with-the-uk-data-service/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Deposit in the curated data repository,https://ukdataservice.ac.uk/help/deposit-data/deposit-in-the-curated-data-repository/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Types,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Types,,Stata,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Design,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Design,,Stata,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Theory,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Theory,,Stata,,
Surveys,DSM,Surveys ,,Explore data,Sampling,Bias,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Sampling,Unequal selection probability,Unequal selection probability,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Sampling,Unit non-response,,SPSS,,
Surveys,DSM,Surveys ,,Explore data,Descriptive statistics,Crosstabs,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Longitudinal Data ,,Explore data,Descriptive statistics,Crosstabs,,SPSS,Complete,
Surveys,DSM,Surveys ,,Explore data,Descriptive statistics,Frequencies,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Longitudinal Data ,,Explore data,Descriptive statistics,Frequencies,,SPSS,Complete,
Surveys,DSM,Surveys ,,Explore data,Weighting,Types of weights,,SPSS,Complete,Not mode or median. 
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,Types of weights,,SPSS,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,Types of weights,,Stata,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,How to apply weights,,SPSS,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,How to apply weights,,Stata,,
Surveys,DSM,Surveys ,,Explore data,Weighting,How to apply weights,,SPSS,,
Surveys,No resource,,,Explore data,Proportions and rates to standardise results,,,,,
Surveys,DSM,Surveys ,,Explore data,Summary statistics,Mean,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Surveys ,,Explore data,Summary statistics,Variance,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Mean,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Mode,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Median,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Variance,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Survey weights,,,SPSS,Complete,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk//app/uploads/complexsampleguide_1_2.pdf,Explore data,Weighting,,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk//app/uploads/complexsampleguide_1_2.pdf,Explore data,Weighting,,,Stata,,
Surveys,DSM,Surveys ,,Explore data,Visualisations,Bar charts,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Surveys ,,Explore data,Visualisations,Histograms,Histograms,SPSS,Complete,Not mode or median. 
Surveys,DSM,Surveys ,,Explore data,Visualisations,Types of graphs,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Surveys ,,Explore data,Visualisations,When to use different graphs,,SPSS,,
Surveys,Worksheet,Finding and using published tables and reports,https://ukdataservice.ac.uk//app/uploads/finding-published-tables-and-reports.pdf,Explore data,Visualisations,Line graphs,,Excel,Edit needed,
Surveys,DSM,Surveys ,,Explore data,Understand documentation,How to use it,,,,
Surveys,No resource,,,Explore data,Identifying good quality data,,,,,
Surveys,DSM,Surveys ,,Explore data,Filtering data,,Filtering data,SPSS,Complete,
Surveys,Website,Types of data access,https://ukdataservice.ac.uk/help/access-policy/types-of-data-access/,Get data,Downloading UKDS data,UKDS access conditions,,,,
Surveys,DSM,Surveys ,,Get data,Downloading UKDS data,How to find dataset,Downloading UKDS data,,Complete,
Surveys,PDF,Finding the right survey data for your project,https://ukdataservice.ac.uk//app/uploads/finding-the-right-survey-data.pdf,Get data,Downloading UKDS data,How to find dataset based on research question,How to find dataset based on research question,,Edit needed,
Surveys,No resource,,,Get data,Evaluating secondary data sources,Identifying trusted archives,,,,
Surveys,DSM,Longitudinal Data ,,Get data,Evaluating secondary data sources,Awareness of key archives,,,Complete,
Surveys,No resource,,,Manage data,Storing data securely,How to manage EUL data,,,,
Surveys,Worksheet,Examining fear of crime in SPSS,https://ukdataservice.ac.uk//app/uploads/data-analysis-workbook.pdf ,Multiple,TBC,,,SPSS,,
Surveys,No resource,,,Plan research,Choose primary or secondary data analysis,,,,,
Surveys,Worksheet,Thinking before doing,https://ukdataservice.ac.uk//app/uploads/thinking-before-starting.pdf ,Plan research,Define a research question,,,,,
Surveys,Website,Ethical Issues,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Plan research,Ethics in research and why they matter,,,,,
Surveys,No resource,,,Plan research,Select a methodological approach ,,,,,
Surveys,Website,Survey data,https://ukdataservice.ac.uk/learning-hub/survey-data/,Plan research,Skills and tools,Choosing the right tools,,,,
Surveys,DSM,Surveys ,,Prepare data,Manipulate data for analysis,Recode variables,,SPSS,,
Surveys,No resource,,,Prepare data,Manipulate data for analysis,Derive new variables,,,,
Surveys,DSM,Longitudinal Data ,,Prepare data,Restructuring data,Wide and long formats,,SPSS,,
Surveys,DSM,Surveys ,,Prepare data,Missing data,How to identify it,,SPSS,,
Surveys,DSM,Surveys ,,Prepare data,Missing data,How to deal with it,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Prepare data,Linking data,Merging data,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Prepare data,Linking data,Combining datasets,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Prepare data,Missing data,How to identify it,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Prepare data,Missing data,How to deal with it,,SPSS,Complete,
Surveys,PDF,What are hierarchical files?,https://ukdataservice.ac.uk//app/uploads/whatarehierarchicalfiles.pdf,Prepare data,Summary of multi-level data,Hierarchical data,,SPSS,Complete,
Surveys,PDF,Analysing change over time,https://ukdataservice.ac.uk//app/uploads/changeovertime.pdf,Prepare data,Summary of multi-level data ,Longitudinal data,,SPSS,Complete,
Surveys,PDF,Analysing change over time,https://ukdataservice.ac.uk//app/uploads/changeovertime.pdf,Prepare data,Summary of multi-level data,Repeated cross-sectional data,,,Complete,
Surveys,PDF,Small area estimation using key UK surveys,https://ukdataservice.ac.uk//app/uploads/smallareaestimation.pdf,Prepare data,Summary of spatial data,,,Stata,,
Surveys,Website,Why share research data?,https://ukdataservice.ac.uk/learning-hub/new-to-using-data/,Share findings,Benefits of sharing data,,,,,
Surveys,PDF,Communications Campaign Toolkit ,https://ukdataservice.ac.uk//app/uploads/citethedata_communications_campaign_toolkit.pdf,Share findings,Cite data and software,,,,,
Surveys,PDF,Publishing and citing research data,https://ukdataservice.ac.uk//app/uploads/publishingcitingdata.pdf,Share findings,Cite data and software,,,,,
Surveys,Video,Why cite data?,https://www.youtube.com/watch?v=cEGYw19FYn8&ab_channel=UKDATASERVICE,Share findings,Cite data and software,,,Stata,,
Surveys,Website,Spotlight on CiteTheData,https://blog.ukdataservice.ac.uk/spotlight-on-citethedata-make-the-data-count/ ,Share findings,Cite data and software,,,,,
Surveys,PDF,10 Top Tips for Citing Data,https://ukdataservice.ac.uk//app/uploads/toptentips.pdf,Share findings,Cite data and software,,,,,
Surveys,Website,Reasons to cite data correctly,https://ukdataservice.ac.uk/help/new-users/citethedata/,Share findings,Cite data and software,,,,,
Surveys,DSM,Longitudinal Data ,,Share findings,Interpreting results,,,,Complete,
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,Writing papers vs monographs,,,,
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,Academic writing,,,Complete,Just accessiblity
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,Oral presentation skills,,,,
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,Report writing,Interpreting results,,Complete,
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,Visual presentation skills,,,,
Surveys,No resource,,,Share findings,Communicate findings                                                                                                                                ,New media skills,,,,
Surveys,DSM,Surveys ,,Share findings,Communicate findings                                                                                                                                ,Presenting graphs and charts ,,,,
Surveys,No resource,,,Share findings,Share code,,,,,
Surveys,Website,Research data management,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Share findings,Share data for re-use,Which data can be shared,,,,
Surveys,Website,Research data management,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Share findings,Share data for re-use,Where can data be shared,,,,
Surveys,Website,Research data management,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Share findings,Share data for re-use,How can data be shared,Presenting graphs and charts ,,Complete,
Surveys,Website,Research data management,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Share findings,Share data for re-use,Licensing ,,,,
Surveys,Website,Research data management,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Share findings,Share data for re-use,How to prepare data and documentation,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Chi-squared,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,ANOVA,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Correlation,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,T tests,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Non parametric tests,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Linear regression,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Logistic regression,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Other regression methods,,,,
Surveys,No resource,,,Statistical testing,Understand and interpret statistical tests,Data reduction techniques,,,,
Surveys,No resource,,,Tools software and coding skills,Choosing the right tool,,,,,
Surveys,Website,Survey data software and tools,https://ukdataservice.ac.uk/learning-hub/survey-data/,Tools software and coding skills,Use an online tool or statistics software to explore the data,,,Nesstar,,
Surveys,No resource,,,Tools software and coding skills,Reproducibility,Syntax for surveys,,,,
Surveys,No resource,,,Tools software and coding skills,Reproducibility,Importance of saving and documenting research,,,,
Surveys,PDF,Getting started with SPPS,https://ukdataservice.ac.uk//app/uploads/getting-started-with-spss.pdf,Tools software and coding skills,Introduction to software tools and their key features,,,SPSS,Edit needed,
Surveys,DSM,Surveys ,,Tools software and coding skills,Introduction to software tools and their key features,,,SPSS,Complete,
Surveys,Website,Survey data software and tools,https://ukdataservice.ac.uk/learning-hub/survey-data/,Tools software and coding skills,Introduction to software tools and their key features,,,Nesstar,,
Surveys,PDF,What is Stata?,https://ukdataservice.ac.uk//app/uploads/whatisstata.pdf,Tools software and coding skills,Introduction to software tools and their key features,,,Stata,,
Surveys,PDF,What is SPSS 20 for Windows?,https://ukdataservice.ac.uk//app/uploads/usingspssforwindows.pdf,Tools software and coding skills,Introduction to software tools and their key features,,,SPSS,,
Surveys,PDF,Using R to analyse key UK surveys,https://ukdataservice.ac.uk//app/uploads/usingr.pdf,Tools software and coding skills,Introduction to software tools and their key features,,,R,Edit needed,
Surveys,Website,Key software tools,https://ukdataservice.ac.uk/learning-hub/software-and-tools/,Tools software and coding skills,Introduction to software tools and their key features,,,Python,,
Surveys,Website,Key software tools,https://ukdataservice.ac.uk/learning-hub/software-and-tools/,Tools software and coding skills,Introduction to software tools and their key features,,,R,,
Surveys,Website,Key software tools,https://ukdataservice.ac.uk/learning-hub/software-and-tools/,Tools software and coding skills,Introduction to software tools and their key features,,,SPSS,,
Surveys,Website,Key software tools,https://ukdataservice.ac.uk/learning-hub/software-and-tools/,Tools software and coding skills,Introduction to software tools and their key features,,,Stata,,
Surveys,DSM,Surveys ,,Tools software and coding skills,Introduction to software tools and their key features ,Syntax for surveys,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Tools software and coding skills,Introduction to software tools and their key features ,,,SPSS,,
Surveys,DSM,Surveys ,,Underlying concepts,Confidence intervals and precision,,,,Complete,
Surveys,No resource,,,Underlying concepts,Correlation vs causation ,,,,,
Surveys,DSM,Surveys ,,Underlying concepts,Distributions,,Distributions,,Complete,
Surveys,No resource,,,Underlying concepts,Independence and association ,,,,,
Surveys,No resource,,,Underlying concepts,Statistical significance ,,,,,
Surveys,No resource,,,Underlying concepts,Theory formation,,,,,
Surveys,No resource,,,Underlying concepts,Hypothesis testing,,,,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Different types of questions in surveys,,Different types of questions in surveys,,Complete,
Surveys,DSM,Surveys ,,Understand data structure,Non-response,,Non-response,SPSS,,
Surveys,DSM,Surveys ,,Understand data structure,Survey data organisation,,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Survey data organisation,Key variables,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Survey data organisation,ID variables individual and household,,SPSS,Complete,
Surveys,DSM,Surveys ,,Understand data structure,Variable types ,Categorical,,,,
Surveys,DSM,Surveys ,,Understand data structure,Variable types,Nominal ,,,,
Surveys,DSM,Surveys ,,Understand data structure,Variable types,Ordinal,,,,
Surveys,DSM,Surveys ,,Understand data structure,Variable types,Continuous,,,,
Surveys,DSM,Surveys ,,Understand data structure,Variable types,Scalar,,,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Variable types,Categorical,,,Complete,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Variable types,Nominal ,,,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Variable types,Ordinal,,,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Variable types,Continuous,,,,
Surveys,DSM,Longitudinal Data ,,Understand data structure,Variable types,Scalar,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand key features of longitudinal data,Difference between longitudinal studies and cross-sectional studies,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand different types of longitudinal surveys,Cohort studies,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand different types of longitudinal surveys,Panel studies,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand different measurement terms,Sweeps,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand different measurement terms,Waves,,,Complete,
Longitudinal data,DSM,Longitudinal data,,Plan research,Awareness of key sources of longitudinal data,Archives,,,Complete,
Longitudinal data,DSM,Longitudinal data,,Plan research,Awareness of key sources of longitudinal data,Websites,,,,
Longitudinal data,DSM,Longitudinal data,,Plan research,Awareness of key sources of longitudinal data,UK and abroad,,,,
Longitudinal data,DSM,Longitudinal data,,Get data,Downloading UKDS data,How to find dataset ,,,,
Longitudinal data,Video,Finding and accessing data from the UK Data Service,https://www.youtube.com/watch?v=GwCJ_ZpnaJ8,Get data,Downloading UKDS data,How to find dataset ,,,,
Longitudinal data,DSM,Longitudinal data,,Get data,Downloading UKDS data,,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Understand how to navigate survey documentation,Codebooks,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Understand how to navigate survey documentation,User guide,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Understand how to navigate survey documentation,Derived variables,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Weighting,Unequal selection probabilities,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Survey design,,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Understand how to navigate survey documentation,Question routing,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Sampling,Unequal selection probabilities,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand the two types of non-response in surveys,Unit non-response,,,,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Understand the two types of non-response in surveys,Item non-response,,,Complete,
Longitudinal data,DSM,Longitudinal data,,Underlying concepts,Weighting,How to choose the right weighting variable,,SPSS,Complete,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Understand how to identify individuals and households in the data,,,SPSS,Complete,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Survey data organisation,Rows and columns,,,,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Survey data organisation,Cases and variables,,,,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Survey data organisation,ID variables,,,,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Variable types ,Categorical,,,Complete,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Variable types ,Continuous,,,,
Longitudinal data,DSM,Longitudinal data,,Prepare data,Linking data,Merging files,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Prepare data,Missing data,How to handle item non-response,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Prepare data,Missing data,How to identify it,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Prepare data,Missing data,How to deal with it,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Prepare data,Restructuring data,Wide and long formats,,SPSS,Complete,
Longitudinal data,DSM,Longitudinal data,,Explore data,Summary statistics,Mean,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Explore data,How to generate descriptive statistics for different groups,,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Tools software and coding skills,Introduction to software tools and their key features,How to use the split file function to compare groups,,SPSS,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Descriptive statistics,Frequencies,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Descriptive statistics,Crosstabs,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Proportions and rates to standardise results,,,,,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Categorical variables,Choice questions,,,,
Longitudinal data,DSM,Longitudinal data,,Understand data structure,Categorical variables,Multi-choice questions,,,,
Longitudinal data,DSM,Longitudinal data,,Explore data,Univariate and bivariate associations,,,,,
Longitudinal data,DSM,Longitudinal data,,Tools software and coding skills,Introduction to software tools and their key features,Explore survey data with SPSS,,SPSS,Complete,
Longitudinal data,Video,Geography and longitudinal data,https://www.youtube.com/watch?v=Nw_6QA_KfCs,Explore data,Understand how to use multi-level methods to analyse different types of data ,Hierarchical data,,,,
Longitudinal data,Video,Geography and longitudinal data,https://www.youtube.com/watch?v=Nw_6QA_KfCs,Explore data,Understand how to use multi-level methods to analyse different types of data ,Temporal data,,,,
Longitudinal data,Video,Geography and longitudinal data,https://www.youtube.com/watch?v=Nw_6QA_KfCs,Explore data,Understand how to use multi-level methods to analyse different types of data ,Spatial data,,,,
Longitudinal data,PDF,10 top tips for citing data,https://ukdataservice.ac.uk/app/uploads/toptentips.pdf,Share findings,Cite data and software,,,,,
Longitudinal data,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,Which data can be shared,,,,
Longitudinal data,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,Where can data be shared,,,,
Longitudinal data,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,How can data be shared,,,,
Secure data,Website,Access levels and conditions,https://ukdataservice.ac.uk/find-data/access-conditions/,Get data,Understand UKDS access conditions,,,,Complete,"Provides links to pages regarding different levels of access e.g. open access, safeguarded, SecureLab data."
Secure data,Website,Five Safes framework,https://ukdataservice.ac.uk/help/secure-lab/what-is-the-five-safes-framework/,Get data,Understand UKDS access conditions,The Five Safes framework,,,Complete,
Secure data,Website,Who can apply to access SecureLab,https://ukdataservice.ac.uk/help/secure-lab/am-i-eligible-to-apply-to-access-securelab/,Get data,Understand UKDS SecureLab,Access criteria,,,Complete,
Secure data,Website,Apply to access controlled data in SecureLab,https://ukdataservice.ac.uk/find-data/access-conditions/secure-application-requirements/,Get data,Understand UKDS SecureLab,Different secure data application pathways,,,,"Provides links to different application pathways e.g. Apply to access non-ONS data, Apply to access ONS data. Also includes different links for SecureLab application guidance. "
Secure data,Website,Apply to access controlled data in SecureLab,https://ukdataservice.ac.uk/find-data/access-conditions/secure-application-requirements/,Get data,Understand UKDS SecureLab,Understand application process,,,,
Secure data,Website,COVID-19 SecureLab FAQs,https://ukdataservice.ac.uk/help/covid-19/covid-19-accessing-securelab-faqs/,Get data,Understand UKDS SecureLab,Access criteria,,,Complete,Provides links to resources for accessing secure data at home
Secure data,Website,What is the UK Data Service SecureLab,https://ukdataservice.ac.uk/help/secure-lab/what-is-securelab/,Get data,Understand UKDS SecureLab,Type of data,,,Complete,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,Understand UKDS SecureLab,Difference between SecureLab and ONS Secure Research Service,,,Complete,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,SecureLab access criteria,Secure Access User Agreement,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,SecureLab access criteria,Safe Researcher training,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,Understand UKDS SecureLab,How to use it,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,Awareness of why access conditions exist,Statistical disclosure control,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Manage data,Understand statistical disclosure control,How to apply for SDS output to be checked,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Manage data,Understand statistical disclosure control,Which outputs are returned to users,,,,
Secure data,Website,General SecureLab FAQs,https://ukdataservice.ac.uk/help/secure-lab/securelab-faqs/,Get data,Awareness of why access conditions exist,Penalties for breach in terms of access,,,,
Secure data,Website,Project roles and different requirements,https://ukdataservice.ac.uk/help/secure-lab/project-roles-and-different-access-requirements/,Get data,Understand UKDS SecureLab,Project roles and different requirements,,,Complete,Only relevant to researchers that are working within a large team on a project.
Secure data,Website,Training requirements to access SecureLab,https://ukdataservice.ac.uk/help/secure-lab/training-requirements/,Get data,SecureLab access criteria,Safe Researcher training,,,,
Secure data,Website,Changes to your project after approval,https://ukdataservice.ac.uk/help/secure-lab/changes-to-your-project-after-approval/,Get data,Understand UKDS SecureLab,How to make changes to project atfter approval,,,,
Secure data,Website,Completing the Secure Access User Agreement,https://ukdataservice.ac.uk/help/secure-lab/secure-access-user-agreement/,Get data,SecureLab access criteria,Secure Access User Agreement,,,,
Secure data,Website,SecureLab application turnaround times,https://ukdataservice.ac.uk/help/secure-lab/application-turnaround-times/,Get data,Understand UKDS SecureLab,Understand application process,,,Complete,
Secure data,Video,The 5 Safes of secure access to confidential data,https://www.youtube.com/watch?v=Mln9T52mwj0,Get data,Understand UKDS access conditions,The Five Safes framework,,,Complete,Great resource. Highlights best practices for providing safe access to confidential information.
Secure data,Website,Further resources on legal issues,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/further-resources-on-legal-issues/,Manage data,Understand statistical disclosure control,,,,Complete,"Provides links to resources on data protection, GDPR and disclosure assessment:   • FAQs on the GDPR and research and archiving (PDF) • Guide to archiving personal data (PDF) • Step-by-step compliance with GDPR (PDF) • GDPR Q&As (PDF)  • ONS Policy for Social Survey Microdata (PDF) • ONS Disclosure Control Guidance for Microdata Produced from Social Surveys (Word). • ONS Disclosure Control Guidance for Microdata Produced from Social Surveys - Case studies (Word). • ONS Guidance for the release of an open data file (Word). • ICO guidance on Data Protection Impact Assessments."
Secure data,Video,How to log into Secure Lab February 2021,https://www.youtube.com/watch?v=QSXmJKeQXOk,Get data,Understand UKDS SecureLab,How to use it,,,Complete,
Secure data,Video,Accessing Data June 2020,https://www.youtube.com/watch?v=P7MBvPqvi1s,Get data,Understand UKDS SecureLab,Access criteria,,,Edit needed,
Secure data,Video,The 10 Most Common Secure Lab Output Request Issues (A Quick Guide) April 2021,https://www.youtube.com/watch?v=xqZKrYAtu1Q,Manage data,Understand statistical disclosure control,Awareness of common output request issues,,,Complete,
Secure data,Video,Using Secure Lab efficiently,https://www.youtube.com/watch?v=be3F-c-K3hw,Get data,Understand UKDS SecureLab,How to use it,,,Edit needed,
Secure data,Video,What data can be found in Secure Lab?,https://www.youtube.com/watch?v=tY4BjJSxNfk,Get data,Understand UKDS SecureLab,Type of data,,,Complete,
